D000395,0004,0.231,0.184,0.988,0.665,5,1.0000
D000395,0004,0.231,0.184,0.988,0.665,11,1.0000
D000395,0008,0.095,0.012,0.992,0.662,5,1.0000
D000395,0008,0.095,0.012,0.992,0.662,11,1.0000
D000395,0012,0.175,0.113,0.988,0.747,5,1.0000
D000395,0012,0.175,0.113,0.988,0.747,11,1.0000
D000395,0016,0.048,0.012,0.995,0.639,11,1.0000
D000395,0020,0.009,0.017,0.989,0.871,11,1.0000
D000395,0024,0.131,0.012,0.985,0.565,5,1.0000
D000395,0024,0.131,0.012,0.985,0.565,11,1.0000
D000395,0028,0.424,0.318,0.883,0.694,5,1.0000
D000395,0028,0.424,0.318,0.883,0.694,11,1.0000
D000395,0032,0.380,0.458,0.647,0.698,5,1.0000
D000395,0032,0.380,0.458,0.647,0.698,11,1.0000
D000090,0004,0.215,0.345,0.943,0.799,1,1.0000
D000090,0004,0.215,0.345,0.943,0.799,10,1.0000
D000090,0008,0.221,0.342,0.943,0.754,1,1.0000
D000090,0008,0.221,0.342,0.943,0.754,10,1.0000
D000090,0012,0.223,0.372,0.962,0.816,1,1.0000
D000090,0012,0.223,0.372,0.962,0.816,10,1.0000
D000090,0016,0.161,0.367,0.972,0.787,1,1.0000
D000090,0016,0.161,0.367,0.972,0.787,10,1.0000
D000090,0020,0.237,0.367,0.967,0.760,1,1.0000
D000090,0020,0.237,0.367,0.967,0.760,10,1.0000
D000090,0024,0.241,0.347,0.959,0.780,10,1.0000
D000090,0028,0.148,0.360,0.962,0.790,1,1.0000
D000090,0028,0.148,0.360,0.962,0.790,10,1.0000
D000090,0032,0.148,0.365,0.962,0.810,1,1.0000
D000090,0032,0.148,0.365,0.962,0.810,10,1.0000
P1286,0004,0.600,0.503,0.800,0.639,3,1.0000
P1286,0004,0.600,0.503,0.800,0.639,12,1.0000
P1286,0004,0.600,0.503,0.800,0.639,21,1.0000
P1286,0008,0.600,0.503,0.795,0.636,3,1.0000
P1286,0008,0.600,0.503,0.795,0.636,12,1.0000
P1286,0008,0.600,0.503,0.795,0.636,21,1.0000
P1286,0012,0.615,0.501,0.805,0.639,3,1.0000
P1286,0012,0.615,0.501,0.805,0.639,12,1.0000
P1286,0012,0.615,0.501,0.805,0.639,21,1.0000
P1286,0016,0.630,0.496,0.810,0.634,1,1.0000
P1286,0016,0.630,0.496,0.810,0.634,12,1.0000
P1286,0020,0.635,0.500,0.815,0.635,1,1.0000
P1286,0020,0.635,0.500,0.815,0.635,12,1.0000
P1286,0024,0.636,0.498,0.815,0.637,1,1.0000
P1286,0024,0.636,0.498,0.815,0.637,12,1.0000
P1286,0028,0.636,0.498,0.813,0.637,1,1.0000
P1286,0028,0.636,0.498,0.813,0.637,12,1.0000
P1286,0032,0.637,0.500,0.815,0.639,1,1.0000
P1286,0032,0.637,0.500,0.815,0.639,12,1.0000
D000215,0004,0.244,0.172,0.857,0.650,5,1.0000
D000215,0004,0.244,0.172,0.857,0.650,11,1.0000
D000215,0008,0.359,0.397,0.845,0.736,5,1.0000
D000215,0008,0.359,0.397,0.845,0.736,11,1.0000
D000215,0012,0.444,0.585,0.769,0.718,5,1.0000
D000215,0012,0.444,0.585,0.769,0.718,11,1.0000
D000215,0016,0.439,0.512,0.698,0.665,5,1.0000
D000215,0016,0.439,0.512,0.698,0.665,11,1.0000
D000215,0020,0.477,0.393,0.730,0.599,2,1.0000
D000215,0020,0.477,0.393,0.730,0.599,13,1.0000
D000215,0024,0.480,0.410,0.739,0.575,2,1.0000
D000215,0024,0.480,0.410,0.739,0.575,13,1.0000
D000215,0028,0.384,0.360,0.778,0.701,2,1.0000
D000215,0028,0.384,0.360,0.778,0.701,13,1.0000
D000215,0032,0.351,0.087,0.962,0.706,5,1.0000
D000215,0032,0.351,0.087,0.962,0.706,11,1.0000
P0043,0004,0.579,0.029,0.847,0.243,3,1.0000
P0043,0004,0.579,0.029,0.847,0.243,12,1.0000
P0043,0008,0.578,0.029,0.846,0.244,3,1.0000
P0043,0008,0.578,0.029,0.846,0.244,12,1.0000
P0043,0012,0.571,0.024,0.851,0.250,3,1.0000
P0043,0012,0.571,0.024,0.851,0.250,12,1.0000
P0043,0016,0.570,0.025,0.850,0.251,3,1.0000
P0043,0016,0.570,0.025,0.850,0.251,12,1.0000
P0043,0020,0.578,0.029,0.846,0.244,3,1.0000
P0043,0020,0.578,0.029,0.846,0.244,12,1.0000
P0043,0024,0.572,0.025,0.852,0.251,3,1.0000
P0043,0024,0.572,0.025,0.852,0.251,12,1.0000
P0043,0028,0.568,0.027,0.849,0.253,3,1.0000
P0043,0028,0.568,0.027,0.849,0.253,12,1.0000
P0043,0032,0.571,0.025,0.851,0.251,3,1.0000
P0043,0032,0.571,0.025,0.851,0.251,12,1.0000
D000078,0004,0.314,0.317,0.942,0.637,6,1.0000
D000078,0004,0.314,0.317,0.942,0.637,11,1.0000
D000078,0008,0.086,0.348,0.800,0.625,6,1.0000
D000078,0008,0.086,0.348,0.800,0.625,11,1.0000
D000078,0012,0.146,0.375,0.869,0.628,6,1.0000
D000078,0012,0.146,0.375,0.869,0.628,11,1.0000
D000078,0016,0.168,0.393,0.831,0.628,6,1.0000
D000078,0016,0.168,0.393,0.831,0.628,11,1.0000
D000078,0020,0.084,0.441,0.745,0.647,6,1.0000
D000078,0020,0.084,0.441,0.745,0.647,11,1.0000
D000078,0024,0.040,0.435,0.597,0.657,6,1.0000
D000078,0024,0.040,0.435,0.597,0.657,11,1.0000
D000078,0028,0.201,0.381,0.760,0.613,11,1.0000
D000078,0032,0.179,0.358,0.770,0.590,11,1.0000
P0554,0004,0.540,0.564,0.693,0.632,3,1.0000
P0554,0004,0.540,0.564,0.693,0.632,10,1.0000
P0554,0008,0.541,0.564,0.694,0.634,3,1.0000
P0554,0008,0.541,0.564,0.694,0.634,10,1.0000
P0554,0012,0.545,0.563,0.696,0.634,3,1.0000
P0554,0012,0.545,0.563,0.696,0.634,10,1.0000
P0554,0016,0.544,0.564,0.697,0.632,3,1.0000
P0554,0016,0.544,0.564,0.697,0.632,10,1.0000
P0554,0020,0.545,0.567,0.700,0.633,3,1.0000
P0554,0020,0.545,0.567,0.700,0.633,10,1.0000
P0554,0024,0.546,0.567,0.699,0.633,3,1.0000
P0554,0024,0.546,0.567,0.699,0.633,10,1.0000
P0554,0028,0.539,0.566,0.696,0.633,3,1.0000
P0554,0028,0.539,0.566,0.696,0.633,10,1.0000
P0554,0032,0.540,0.566,0.700,0.635,3,1.0000
P0554,0032,0.540,0.566,0.700,0.635,10,1.0000
D000076,0004,0.422,0.512,0.745,0.670,5,1.0000
D000076,0004,0.422,0.512,0.745,0.670,15,1.0000
D000076,0008,0.314,0.613,0.764,0.934,5,1.0000
D000076,0008,0.314,0.613,0.764,0.934,11,1.0000
D000076,0012,0.377,0.452,0.813,0.800,5,1.0000
D000076,0012,0.377,0.452,0.813,0.800,11,1.0000
D000076,0016,0.344,0.435,0.833,0.777,5,1.0000
D000076,0016,0.344,0.435,0.833,0.777,11,1.0000
D000076,0020,0.380,0.437,0.861,0.854,5,1.0000
D000076,0020,0.380,0.437,0.861,0.854,13,1.0000
D000076,0024,0.366,0.393,0.882,0.827,5,1.0000
D000076,0024,0.366,0.393,0.882,0.827,13,1.0000
D000076,0028,0.332,0.488,0.837,0.805,5,1.0000
D000076,0028,0.332,0.488,0.837,0.805,13,1.0000
D000076,0032,0.335,0.516,0.880,0.790,5,1.0000
D000076,0032,0.335,0.516,0.880,0.790,13,1.0000
P1416,0004,0.527,0.260,0.695,0.373,1,1.0000
P1416,0004,0.527,0.260,0.695,0.373,17,1.0000
P1416,0008,0.527,0.260,0.695,0.373,1,1.0000
P1416,0008,0.527,0.260,0.695,0.373,17,1.0000
P1416,0012,0.527,0.260,0.695,0.373,1,1.0000
P1416,0012,0.527,0.260,0.695,0.373,17,1.0000
P1416,0016,0.527,0.260,0.695,0.373,1,1.0000
P1416,0016,0.527,0.260,0.695,0.373,17,1.0000
P1416,0020,0.527,0.260,0.695,0.373,1,1.0000
P1416,0020,0.527,0.260,0.695,0.373,17,1.0000
P1416,0024,0.527,0.260,0.695,0.373,1,1.0000
P1416,0024,0.527,0.260,0.695,0.373,17,1.0000
